order_id,customer_id,order_date,region,order_value
129,1991,2025-07-02,East,76.83232770706815
130,144,2025-11-12,West,855.7580410812144
131,507,2026-01-14,North,583.3612831720972
132,1085,2025-10-29,West,531.1921509777453
133,649,2025-03-09,South,69.85736567931967
134,120,2025-11-25,East,840.83978220512
135,1207,2025-07-25,North,686.4761684408132
136,783,2025-12-29,South,81.09961512328442
137,104,2025-11-22,East,648.115945755811
138,1212,2025-05-25,West,46.453659132423525
139,1624,2026-01-05,East,966.7236369640553
140,1358,2025-11-04,West,126.96868661284144
141,1545,2025-06-12,East,471.89623467453913
142,1072,2025-11-15,West,820.6606751861158
143,1859,2025-11-01,South,20.650881434982935
144,1140,2026-01-21,West,405.25732549469836
145,539,2025-11-12,South,698.7076761991349
146,397,2025-08-20,East,138.52025075819964
147,1842,2025-05-15,South,631.0590646962247
148,154,2025-10-03,West,897.8986162649325
149,544,2025-07-27,West,284.378543328976
150,44,2025-08-27,South,702.9467727291917
151,204,2025-11-04,East,137.48431278238115
152,537,2025-05-23,East,126.28691304097582
153,1481,2025-08-12,South,471.60331532649496
154,1253,2025-07-02,North,350.4701312551951
155,1552,2025-05-19,South,232.1392768677258
156,1987,2026-02-14,East,525.9044852168737
157,1652,2025-12-01,West,192.28074225007964
158,261,2025-03-30,East,636.7560374002305
159,1610,2025-08-01,North,487.37548966967665
160,269,2026-01-18,North,546.376722248417
161,647,2026-02-08,North,503.2849357338349
162,73,2026-01-30,South,677.6171957841783
163,472,2025-05-26,West,290.67885371430185
164,1036,2025-08-26,South,942.5208384581247
165,1981,2025-04-22,East,293.9112779859648
166,1295,2026-01-10,South,821.8061904367921
167,1159,2025-04-24,East,670.7047112386057
168,1586,2025-09-15,West,362.4988828141469
169,299,2025-06-22,East,654.429600609548
170,1875,2025-06-17,West,918.1509915645705
171,332,2026-02-22,North,135.71335026086058
172,943,2025-06-28,South,554.809805510815
173,1584,2025-12-13,West,778.0694384539919
174,1012,2025-06-06,North,423.76962625605324
175,1978,2025-04-27,West,686.7182962542059
176,560,2025-08-20,North,69.38920173213617
177,848,2025-05-09,South,914.6651738686612
178,369,2025-12-22,North,432.5984649255908
179,134,2025-07-03,South,226.1430154162924
180,1579,2025-11-19,South,728.8290353565956
181,1355,2026-02-28,South,807.8918608805508
182,1961,2025-08-13,West,591.468893141083
183,99,2025-06-30,East,260.588020831235
184,964,2025-04-18,West,473.2899542437908
185,1261,2025-07-29,North,631.1018635513386
186,1332,2025-12-17,South,299.70297818866976
187,437,2026-02-22,South,564.5180739986121
188,1552,2025-11-22,South,265.6192219836358
189,1058,2026-02-06,West,925.2972148855254
190,7,2025-08-23,South,758.268285048063
191,1762,2025-09-08,North,314.6799366683319
192,843,2025-05-07,West,405.3764026598619
193,290,2025-08-20,North,474.3782562379059
194,1622,2025-09-25,West,891.3372843732357
195,1706,2025-04-10,West,248.4551069760914
196,1360,2026-02-12,South,643.8741431177671
197,156,2025-07-09,East,121.17792736525499
198,791,2025-07-28,West,520.2675375613485
199,391,2025-05-28,North,838.3389599170342
200,1106,2025-04-22,North,479.7688515185481
201,811,2025-10-07,South,477.9551145670597
202,1136,2025-09-01,West,516.5585303909959
203,871,2025-05-06,East,407.93789042152144
204,1743,2025-04-23,West,795.8471726184943
205,393,2025-09-25,North,683.5769716814012
206,661,2025-05-10,South,979.4519853712849
207,456,2025-09-18,North,55.235500548052
208,1382,2025-04-30,West,925.229590577716
209,198,2025-12-31,North,348.64619984600205
210,1645,2025-07-11,North,342.76383973448736
211,1725,2025-10-31,South,95.1540311709446
212,803,2025-12-04,East,95.37139309576685
213,740,2026-01-17,North,825.912210670824
214,46,2025-05-28,North,286.3854526212693
215,553,2025-10-14,East,174.68206432903526
216,436,2025-12-15,West,956.4232831423807
217,856,2025-04-26,North,747.7801237761275
218,1117,2025-11-18,South,856.6791465954276
219,1778,2025-06-14,West,632.7003515151924
220,329,2025-07-31,North,99.33993761585836
221,349,2025-12-18,West,548.7457342134782
222,801,2025-07-28,East,156.88704839509452
223,1126,2025-08-25,East,618.6890019269351
224,1082,2025-03-22,North,278.09929462869167
225,851,2025-03-22,North,608.2712632294986
226,212,2025-03-13,East,457.6980772391302
227,1765,2025-09-22,East,966.8223987584383
228,262,2026-03-04,South,67.57868012462927
229,348,2025-04-07,East,359.47937811693714
230,88,2025-11-15,South,862.8311945445784
231,1138,2025-06-23,East,89.55579026008847
232,974,2025-09-17,North,855.4747141292855
233,383,2025-10-13,East,953.353211317687
234,1217,2025-10-14,North,803.3876839869255
235,254,2025-07-19,South,257.404523955374
236,1071,2026-02-27,West,338.10817202679266
237,1739,2025-11-17,West,900.7475607333721
238,1092,2026-03-05,East,405.0568817391216
239,952,2026-03-06,East,988.4258237412249
240,792,2025-12-21,West,63.20293785773448
241,489,2025-08-20,West,89.22433643391958
242,1024,2025-07-22,West,912.4049407458297
243,599,2025-05-25,North,467.71115906991514
244,1933,2025-12-13,North,559.4494519029543
245,1235,2025-08-06,South,349.8145799959888
246,460,2025-12-23,South,461.7428308942389
247,210,2025-03-27,South,260.498391221848
248,1808,2025-12-23,East,244.372235146775
249,236,2026-02-14,North,144.48866533804363
250,1421,2025-10-21,South,793.6901558876444
251,1274,2026-01-02,East,195.6238836559943
252,1091,2025-04-02,East,965.6594119736209
253,481,2025-07-14,North,598.174847031181
254,224,2025-07-24,East,906.1488512971217
255,1664,2025-10-12,East,124.41639682460567
256,1398,2025-10-09,South,258.3538878822743
257,1203,2025-03-20,West,460.43784772447384
258,1953,2025-03-15,North,339.5820893534138
259,174,2025-09-02,West,254.81693763598972
260,822,2025-05-02,East,99.18243042244548
261,1115,2025-05-04,North,858.5235884478814
262,634,2026-02-19,North,962.0560594560194
263,1673,2026-02-05,West,286.7987396567237
264,1712,2026-01-24,East,381.69260041708117
265,1091,2025-12-05,North,603.5257221687384
266,1736,2025-06-20,South,622.5054868032698
267,151,2025-05-12,West,375.32582887270263
268,1728,2025-10-24,East,61.89967785083893
269,1964,2025-07-17,South,219.25630602774706
270,904,2025-07-20,North,23.227079875368428
271,686,2025-10-30,West,155.15853882404062
272,605,2025-06-02,South,161.68053610226806
273,565,2025-03-28,North,435.33076899012866
274,1967,2025-05-06,East,815.4290500318733
275,1338,2025-04-02,North,711.5432398623651
276,961,2025-05-13,East,528.37883296872
277,1022,2025-08-11,East,33.01379645280545
278,842,2026-01-18,West,818.0564497186015
279,401,2025-07-28,North,518.0996240005505
280,1374,2026-01-15,South,751.862243160002
281,1929,2025-08-29,South,536.166190420814
282,1045,2025-03-30,West,813.7551523685952
283,263,2025-10-15,East,29.938433207986037
284,1926,2026-02-16,West,504.73776337745716
285,226,2025-04-23,North,452.283563408953
286,22,2025-04-30,South,607.6819740655933
287,422,2025-11-08,East,205.7732028551449
288,1467,2025-09-08,North,402.00559875174525
289,457,2025-10-18,North,404.6781782050457
290,415,2025-12-19,West,929.9974660954239
291,1575,2026-02-22,West,153.11001873190503
292,122,2025-08-31,North,391.144583026348
293,1561,2025-08-17,South,493.965272716945
294,1870,2026-01-19,West,512.9827889314033
295,1590,2026-02-05,West,484.10206775501194
296,1151,2026-02-16,North,676.672761579501
297,709,2025-04-26,South,20.47430308695307
298,293,2025-07-01,West,600.7132083541785
299,1616,2026-01-09,South,169.35133138438653
300,221,2025-11-18,South,57.74804819180899
301,568,2025-05-23,North,127.8450051530798
302,1380,2025-07-19,North,816.6047804091378
303,1554,2025-10-25,North,397.53402188508375
304,1972,2025-07-05,East,732.5483577196658
305,801,2025-11-19,South,821.7551101692197
306,111,2025-12-04,North,581.111895177517
307,591,2025-11-02,West,32.79163210199285
308,444,2025-08-25,South,838.9028550697286
309,847,2025-09-03,South,337.1566549075386
310,1415,2025-09-30,South,141.3176918245524
311,973,2025-07-17,East,695.5280009040334
312,1079,2025-05-11,South,153.8375059407942
313,1386,2025-07-23,North,299.8078018218694
314,1542,2025-11-20,East,620.4025836158914
315,741,2026-01-22,West,517.374583698067
316,1420,2025-10-16,North,47.59486067325492
317,437,2026-01-26,East,458.90897167488185
318,738,2025-03-23,West,713.5163249556039
319,1105,2025-07-12,West,196.87791329669415
320,322,2025-09-30,East,252.85355552793473
321,627,2026-01-31,South,154.65468801943524
322,1716,2025-04-22,West,730.3824375414307
323,1412,2026-03-08,South,717.0862111130956
324,23,2026-02-26,East,269.87224843188426
325,752,2026-03-07,South,114.14295568090586
326,420,2025-07-10,East,983.3536694752298
327,401,2025-11-23,South,501.9033826556127
328,504,2025-07-11,West,538.1129767840596
329,150,2025-12-28,South,23.051300219987297
330,1692,2025-10-23,East,930.0039564688151
331,627,2025-12-17,South,147.9953309097271
332,1509,2025-08-02,South,260.5295916054655
333,1550,2026-01-19,West,555.9521927235833
334,610,2026-01-15,North,295.8741416888217
335,442,2025-10-12,North,515.4756761318142
336,363,2026-02-15,West,562.1107139345479
337,788,2025-04-28,West,743.0455338016976
338,225,2025-09-05,North,731.168372425601
339,999,2025-09-19,East,379.0374987272213
340,1481,2025-03-09,East,287.4163178910504
341,308,2025-06-12,South,759.1321162137062
342,732,2026-02-20,South,251.7110527178038
343,799,2025-07-28,East,161.5601813857706
344,239,2025-12-18,South,178.53494048619987
345,968,2025-06-25,East,745.051079193924
346,1645,2025-04-03,North,975.1159111378079
347,1493,2025-03-28,West,780.6031788969447
348,1311,2025-05-03,East,884.4382482643299
349,1759,2026-03-01,North,162.98744373631786
350,1364,2025-07-25,East,64.73284730932156
351,577,2026-02-05,West,659.4037674866206
352,105,2025-06-13,West,21.81305890529429
353,1378,2025-09-19,East,74.07113921091323
354,1834,2025-06-14,North,74.74947481077821
355,155,2025-10-20,South,864.7769891424808
356,494,2025-05-10,South,365.7748420673199
357,56,2025-04-26,South,378.87991826955096
358,1715,2025-07-03,North,791.1706571808662
359,1669,2025-11-10,East,256.4816436731853
360,1700,2025-05-31,North,222.78052299654297
361,210,2025-09-29,South,586.2569325212925
362,1554,2025-03-19,South,656.011381856869
363,964,2025-07-22,West,459.9906119704875
364,1392,2025-03-26,North,824.1952621102239
365,48,2026-02-19,South,793.7171212710499
366,210,2026-02-09,South,948.1611709340231
367,1916,2025-03-09,South,242.73195376714406
368,317,2025-09-24,West,595.5356907870446
369,967,2025-06-14,South,312.91710116523507
370,1513,2025-08-24,West,570.9479414593497
371,1354,2025-05-01,West,945.5149740679921
372,977,2025-04-15,South,276.5791385822953
373,358,2026-01-13,South,380.70437744885743
374,290,2025-07-23,East,435.65191442655555
375,1343,2025-05-26,East,433.5487905561268
376,1430,2026-02-17,South,847.8763493206133
377,769,2025-07-24,North,710.6136911493155
378,318,2025-08-22,North,991.0267590326441
379,913,2026-03-08,South,150.0735321746051
380,948,2026-02-23,South,77.95944984184752
381,403,2025-09-22,West,814.8259430244008
382,1801,2025-09-27,West,403.1362743965708
383,464,2025-08-04,North,917.6992975781385
384,772,2025-11-27,East,416.619219010148
385,1326,2025-05-07,West,820.0506644930973
386,356,2026-01-11,East,388.2968539643566
387,3,2025-04-26,South,795.8521138508312
388,1549,2026-01-19,North,365.080186278117
389,712,2025-11-11,North,257.48163042393855
390,1474,2025-07-07,West,567.5068442211219
391,1816,2025-07-07,South,233.93384779851158
392,924,2025-07-03,West,154.56665234606695
393,1857,2025-04-18,South,877.2758722780789
394,1756,2025-08-22,West,839.8895832340205
395,1760,2025-08-11,South,93.88349791431462
396,1530,2025-08-09,South,201.54786140095194
397,154,2025-10-07,North,680.2023431382189
398,521,2025-03-20,South,895.6662369251113
399,803,2025-03-25,North,365.31221823582825
400,1061,2025-05-09,South,679.9149584216233
401,856,2025-12-24,North,627.8397031154666
402,356,2025-05-13,North,98.09134264971712
403,828,2026-01-02,South,61.85873810795813
404,23,2025-09-18,East,904.7429910479023
405,1088,2025-03-09,North,538.6013795573193
406,1692,2025-04-10,West,68.77321435587527
407,826,2025-10-07,North,546.3640750284852
408,1643,2025-04-19,North,447.1992106741545
409,61,2025-09-16,East,510.5260223998213
410,564,2025-10-14,East,636.6644841935774
411,210,2025-07-05,South,43.265632724146755
412,608,2025-10-05,West,314.3919987115855
413,1453,2025-12-22,West,486.3676318676963
414,632,2025-12-13,East,23.352350771510487
415,268,2026-02-04,North,43.838425679476835
416,1930,2026-01-29,South,24.69766548909115
417,1840,2025-07-22,North,80.87828338477202
418,711,2025-12-24,East,195.75787662576147
419,866,2025-06-04,South,772.893735477062
420,282,2025-07-31,East,960.8871433862415
421,819,2025-09-17,North,512.0537311789117
422,117,2025-09-25,North,929.5475553527232
423,769,2025-07-26,East,233.30234647605366
424,711,2025-10-28,South,158.59856531226848
425,1982,2026-03-01,South,435.4346770946111
426,1076,2025-11-02,South,997.1953339837492
427,1482,2025-10-26,North,349.7977675300828
428,444,2025-03-14,West,478.580856520889
429,1819,2026-02-27,East,670.7237283485698
430,456,2025-06-05,West,403.23996789993896
431,492,2026-01-05,East,958.7281926180603
432,683,2025-11-26,South,290.59404757279896
433,637,2025-06-12,South,612.7433497298333
434,1282,2025-11-24,North,192.55800157678067
435,1906,2025-09-06,East,816.3037021654374
436,925,2026-02-08,East,390.07318378789597
437,1585,2025-08-18,West,759.27495440902
438,49,2025-09-03,East,417.815973092075
439,106,2025-04-14,North,76.89758178149887
440,1384,2025-04-15,South,585.9289757046345
441,644,2026-03-08,South,633.5332788701446
442,1396,2025-10-13,North,171.71055245206125
443,1446,2026-02-24,East,619.7274833747078
444,755,2025-10-11,East,737.1942537752535
445,1897,2026-02-04,West,736.8252226094426
446,452,2025-11-27,North,991.1873240229027
447,290,2025-09-14,East,83.34109221816082
448,302,2026-03-08,South,287.4861890228285
449,608,2026-02-23,East,966.9499233617413
450,1298,2025-05-07,South,743.0828400547048
451,369,2025-10-31,North,757.8028673833588
452,1037,2025-09-13,West,388.84478071670566
453,1676,2025-06-20,South,901.0017085973075
454,394,2025-12-22,South,503.6149869674127
455,44,2025-12-08,East,799.1472466829995
456,1349,2025-07-15,West,723.4630302731108
457,684,2025-12-01,South,254.4039711321727
458,1578,2025-08-27,South,945.5211954793026
459,31,2026-02-03,North,655.5823242322871
460,211,2025-12-06,West,687.8624907938851
461,394,2025-10-09,North,653.3985403203623
462,593,2025-04-30,North,52.00463485551184
463,717,2025-11-23,West,549.9388370188958
464,873,2026-01-13,West,213.7924761735672
465,1449,2025-09-05,East,209.68911540304597
466,1849,2026-03-03,South,967.9478392639588
467,1832,2025-06-21,West,818.9345829028085
468,320,2025-12-24,West,855.8897289235524
469,1298,2025-11-17,East,507.0038523727823
470,1327,2025-06-01,North,58.440326203946825
471,1287,2025-08-30,West,134.54465655174255
472,912,2025-05-17,North,164.67075607671407
473,356,2025-03-11,South,846.6020069238916
474,1540,2026-01-05,North,243.70190956864317
475,1408,2025-09-04,West,554.9122856945221
476,427,2025-07-19,North,743.0128385522374
477,1728,2025-05-18,East,34.15703343738924
478,545,2025-09-15,East,482.54420510194313
479,1261,2025-03-19,South,171.47169526696726
480,1459,2025-07-16,East,204.7918501629603
481,223,2025-09-02,South,344.96521385405475
482,956,2026-02-23,South,269.49867291470366
483,1126,2025-09-15,West,711.5513962011994
484,1434,2025-06-13,North,981.2819747172651
485,984,2025-08-16,South,586.464423081232
486,902,2026-03-07,East,410.4037177064505
487,1192,2025-08-22,West,234.59369875885437
488,1856,2026-01-01,West,150.00952360390735
489,795,2025-05-30,East,963.1514289978506
490,1895,2025-09-01,East,969.2478082920248
491,1911,2025-04-22,North,33.30496753517238
492,1519,2025-11-23,South,584.2091116558648
493,1943,2025-09-02,East,555.6426151594633
494,332,2025-12-29,East,760.3559290312207
495,724,2025-10-29,West,376.16543344531686
496,209,2026-02-23,South,96.07687371142532
497,807,2025-03-13,South,776.01403666952
498,1039,2025-06-07,North,837.0128311091119
499,1755,2025-06-15,East,77.0294193475874
500,843,2026-03-04,South,816.9963784170319
501,1168,2025-05-21,West,678.4130899286603
502,1086,2025-07-01,West,650.9146309426986
503,1017,2025-11-02,East,882.1498096351273
504,1094,2025-03-18,South,260.85511195348784
505,165,2025-06-02,North,359.9601815916311
506,1102,2025-08-21,West,789.5838022168878
507,808,2025-08-20,East,933.6583231341414
508,366,2026-02-23,North,907.1696604142251
509,444,2025-05-21,West,632.1095705670758
510,881,2026-02-19,East,170.5225288008219
511,1118,2026-01-10,West,227.50869839349016
512,630,2026-01-03,North,299.05849088455335
513,1180,2025-07-26,South,132.87387774601078
514,850,2026-02-12,West,344.2260899318595
515,1937,2025-10-17,North,770.05191704529
516,492,2025-06-28,West,655.1930853892279
517,558,2025-03-09,West,573.5046542402009
518,1135,2025-06-27,East,517.1477332222796
519,1634,2026-02-08,East,662.9032792120632
520,34,2025-04-11,South,337.3896381057758
521,794,2026-01-10,South,761.0158509387164
522,377,2025-09-12,North,345.4880549079088
523,908,2025-06-15,South,87.59400990432043
524,615,2025-11-10,South,488.88031634973566
525,1844,2025-08-08,South,706.8660352826174
526,572,2025-11-15,North,188.21062762757165
527,167,2025-12-03,West,489.9311317258923
528,115,2025-08-02,East,708.1121349528923
529,99,2026-02-22,East,824.8544217723988
530,1778,2025-04-10,South,124.10916543287557
531,1678,2026-02-18,East,246.87370984569944
532,147,2026-01-17,East,205.5254943921743
533,157,2025-06-23,North,301.53523299435955
534,174,2025-03-23,East,347.27977969196246
535,1809,2025-03-12,East,562.9877400699693
536,637,2025-10-12,South,26.02313737690975
537,1842,2025-03-14,South,713.8328976615423
538,1315,2025-10-18,East,360.596814747484
539,932,2025-09-16,East,784.7152587252297
540,1807,2026-02-27,West,940.3219561920564
541,1587,2025-03-26,South,750.8582686662584
542,130,2025-05-29,South,737.699316959526
543,1741,2025-12-21,West,234.87679383284473
544,294,2026-01-18,East,951.8022511638582
545,44,2026-01-18,South,756.8495559224524
546,1814,2025-03-12,North,716.5804911382036
547,1304,2025-07-31,West,769.7277652658155
548,1805,2025-07-19,East,734.7360033234568
549,940,2025-04-18,West,166.3803204228351
550,878,2025-04-21,East,435.8991726137815
551,1509,2026-01-03,South,326.52988345593843
552,1816,2025-03-31,East,127.69097824286422
553,1534,2025-10-14,East,624.5893939668802
554,157,2025-12-07,West,367.54510939592666
555,901,2025-05-13,East,245.6167743567385
556,625,2025-07-16,North,75.64081871315314
557,1867,2025-07-12,North,986.4856421976058
558,1657,2025-10-27,North,553.4779070756714
559,1304,2025-05-24,South,950.192974166099
560,253,2025-12-17,North,668.6155369767379
561,1552,2025-06-23,East,226.51421213114935
562,843,2025-05-20,North,857.8538005237424
563,285,2025-04-21,West,34.12681922088393
564,1764,2025-11-02,North,602.8296023890879
565,398,2025-12-07,East,468.0511646307205
566,1793,2026-01-14,North,619.0399323849587
567,199,2025-12-13,South,768.1681923444706
568,1850,2025-07-06,West,22.037097438566647
569,814,2025-11-28,West,872.6155857413752
570,1136,2026-02-05,North,124.61160756995142
571,853,2025-07-21,West,541.8330275487046
572,892,2025-04-23,North,808.294392489823
573,1275,2026-02-03,East,102.64728447789959
574,1566,2025-10-17,East,569.4622325813647
575,1328,2025-06-15,South,708.8467404575078
576,1279,2025-10-15,East,995.2394351760357
577,454,2025-11-04,West,251.73418290654212
578,1552,2025-10-07,West,481.91648701290336
579,110,2025-08-05,West,85.20970773853112
580,1270,2025-07-12,South,977.9834132411563
581,1549,2026-03-07,West,569.7093846954087
582,464,2025-04-23,West,262.3965745337824
583,994,2026-02-15,North,607.3956895613649
584,80,2025-06-12,South,135.1203126303364
585,1009,2025-09-26,East,638.8230005639455
586,439,2025-03-19,East,226.8661553107609
587,1180,2025-06-12,East,296.8935651411206
588,1473,2026-01-16,East,766.1662161448475
589,415,2025-04-07,South,304.78957278218184
590,1020,2026-01-27,East,625.1618381093568
591,1672,2025-06-08,South,870.3303923721885
592,448,2025-08-05,East,603.0947398944877
593,661,2025-09-09,South,605.6397900723722
594,956,2025-06-16,South,135.86830438369057
595,859,2025-04-05,West,894.8413167237077
596,1489,2026-03-01,East,238.43607486609042
597,1112,2025-12-05,North,939.5166611931603
598,497,2026-01-21,West,214.0332018548659
599,254,2026-02-21,North,814.8133953436724
600,1361,2025-07-05,South,62.42377597281913
601,1316,2025-04-10,West,667.8308486355015
602,1360,2025-03-14,West,790.8957603066401
603,514,2025-09-09,South,891.3135016370778
604,1590,2026-01-31,East,378.54474965238273
605,42,2025-11-24,East,722.5761738308785
606,1713,2025-05-26,East,900.2975589713337
607,899,2025-11-27,South,923.6034269500044
608,1407,2025-03-15,South,817.6163640459084
609,375,2025-12-27,South,182.90655841387203
610,1429,2025-12-05,East,323.0212304201975
611,1913,2025-09-03,West,863.4884563095701
612,346,2025-03-13,West,211.43132704151245
613,1575,2026-01-10,East,686.8893907672135
614,1331,2025-05-05,East,327.10987394608225
615,1923,2025-06-27,East,433.3918271359005
616,1361,2025-06-01,East,166.21366504146923
617,1508,2025-05-27,West,238.69349794328463
618,1374,2025-03-17,West,995.4779391872099
619,234,2025-08-13,East,967.7538470011204
620,483,2026-02-13,North,358.04281380932497
621,1821,2025-04-07,North,574.7930433338737
622,677,2025-10-27,East,321.0539868314947
623,60,2025-08-21,West,162.71402655927753
624,568,2025-10-31,South,438.63077143648815
625,1886,2025-08-10,East,760.8207881618532
626,342,2025-09-28,North,696.1858525743838
627,1650,2025-03-25,West,520.7506011087423
628,1330,2025-05-14,East,322.44949530615673
629,561,2026-01-19,East,466.19176183393876
630,586,2025-09-21,East,982.5307314791635
631,4,2025-05-21,East,517.7926857886799
632,1065,2025-10-22,East,81.12198755606707
633,1433,2025-05-31,North,927.4602984951948
634,480,2025-10-13,East,410.15888580511273
635,457,2025-10-03,East,31.091869037950538
636,1877,2025-07-21,South,615.0358700360244
637,1677,2025-08-22,West,75.78454502890041
638,1339,2026-02-16,South,829.0177256233359
639,183,2026-01-03,South,883.3518747043977
640,1687,2025-09-08,North,178.56451224316342
641,891,2025-09-21,South,208.4246580016664
642,1625,2025-03-13,North,545.6049933613837
643,535,2025-10-06,East,299.15947363971543
644,699,2025-09-04,South,348.95227027852803
645,850,2025-11-08,North,692.9985172652001
646,730,2025-08-22,East,96.25302121569794
647,1301,2025-12-01,South,444.9035062645776
648,1346,2025-05-09,East,344.54010411162636
649,663,2025-06-03,North,465.04642914835614
650,1089,2025-07-13,East,207.4645420783122
651,1655,2025-03-14,West,796.4193390806535
652,1524,2026-02-15,South,415.0078491899626
